project_id,deployment_id,placename,longitude,latitude,start_date,end_date,bait_type,bait_description,feature_type,feature_type_methodology,camera_id,camera_name,quiet_period,camera_functioning,sensor_height,height_other,sensor_orientation,orientation_other,plot_treatment,plot_treatment_description,detection_distance,subproject_name,subproject_design,event_name,event_description,event_type,recorded_by,remarks
2008900,OCPL03_M304_20250209,OCPL03,-83.35503,8.411845,2025-02-09 00:00:00,2025-02-13 00:00:00,None,,Other,,2138500,M304,1,Camera Functioning,Knee height,,Parallel,,,,0,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPM01_M297_2025-02-13,OCPM01,-83.354426,8.41331,2025-02-13 00:00:00,2025-02-19 00:00:00,None,,Other,,2139101,M297,1,Camera Functioning,Knee height,,Parallel,,,,,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPM07_M228_20250807,OCPM07,-83.351624,8.411637,2025-08-07 00:00:00,2025-09-12 00:00:00,None,,Road dirt,off trail,2126061,M228,1,Camera Functioning,Other,52.3,Parallel,,,,,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPF05_M318_20251005,OCPF05,-83.34145,8.403716,2025-10-05 00:00:00,2025-10-08 00:00:00,None,,Road dirt,off trail,2140383,M318,1,Camera Functioning,Other,49.5,Parallel,,,,,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPL08_M280_2025-02-19,OCPL08,-83.35209,8.407667,2025-02-19 00:00:00,2025-03-21 00:00:00,None,,Other,,2139018,M280,1,Camera Functioning,Knee height,,Parallel,,,,0,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPL01_M318_20250219,OCPL01,-83.354338,8.415757,2025-02-19 00:00:00,2025-03-22 00:00:00,None,,Other,,2140383,M318,1,Camera Functioning,Knee height,,Parallel,,,,0,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPN09_M359_2025-02-19,OCPN09,-83.351395,8.403628,2025-02-19 00:00:00,2025-03-21 00:00:00,None,,Other,,2139110,M359,1,Camera Functioning,Knee height,,Parallel,,,,0,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPF07_M290_20250413,OCPF07,-83.343891,8.407002,2025-04-13 00:00:00,2025-04-17 00:00:00,None,,Other,,2138781,M290,1,Camera Functioning,Knee height,,Parallel,,,,0,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPH04_M283_2025-02-13,OCPH04,-83.355592,8.410632,2025-02-13 00:00:00,2025-02-19 00:00:00,None,,Other,,2138923,M283,1,Camera Functioning,Knee height,,Parallel,,,,0,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPN05_M305_20250219,OCPN05,-83.354569,8.406319,2025-02-19 00:00:00,2025-03-21 00:00:00,None,,Other,,2140414,M305,1,Camera Functioning,Knee height,,Parallel,,,,0,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPN10_M293_20250209,OCPN10,-83.349475,8.401758,2025-02-09 00:00:00,2025-02-13 00:00:00,None,,Other,off trail,2141283,M293,1,Camera Functioning,Other,44,Parallel,,,,,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPL10_M285_20250219,OCPL10,-83.35057,8.403457,2025-02-19 00:00:00,2025-03-21 00:00:00,None,,Other,off trail,2141016,M285,1,Camera Functioning,Other,32,Parallel,,,,,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPN08_M301_20250219,OCPN08,-83.349893,8.408109,2025-02-19 00:00:00,2025-03-21 00:00:00,None,,Other,,2138496,M301,1,Camera Functioning,Knee height,,Parallel,,,,0,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPL08_M280_2025-02-16,OCPL08,-83.35209,8.407667,2025-02-16 00:00:00,2025-03-19 00:00:00,None,,Other,,2139018,M280,1,Camera Functioning,Knee height,,Parallel,,,,0,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPF06_M296_20250417,OCPF06,-83.342096,8.406007,2025-04-17 00:00:00,2025-04-25 00:00:00,None,,Other,,2138780,M296,1,Camera Functioning,Knee height,,Parallel,,,,,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPL02_M316_20250213,OCPL02,-83.355913,8.411467,2025-02-13 00:00:00,2025-02-19 00:00:00,None,,Other,off trail,2140994,M316,1,Camera Functioning,Other,33,Parallel,,,,,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPH02_M282_2025-02-13,OCPH02,-83.35541,8.412925,2025-02-13 00:00:00,2025-02-19 00:00:00,None,,Other,,2138502,M282,1,Camera Functioning,Knee height,,Parallel,,,,0,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPH08_M294_2025-02-17,OCPH08,-83.349762,8.409197,2025-02-17 00:00:00,2025-02-19 00:00:00,None,,Other,,2138783,M294,1,Camera Functioning,Knee height,,Parallel,,,,0,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPM09_M313_20250219,OCPM09,-83.349847,8.403045,2025-02-19 00:00:00,2025-03-21 00:00:00,None,,Other,off trail,2141055,M313,1,Camera Functioning,Other,45,Parallel,,,,,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPH10_M307_2025-02-19,OCPH10,-83.349773,8.402295,2025-02-19 00:00:00,2025-03-21 00:00:00,None,,Other,,2139291,M307,1,Camera Functioning,Knee height,,Parallel,,,,0,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPM04_M295_2025-02-17,OCPM04,-83.35142,8.409923,2025-02-17 00:00:00,2025-03-19 00:00:00,None,,Other,,2139103,M295,1,Camera Functioning,Knee height,,Parallel,,,,0,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPM01_M193_20250810,OCPM01,-83.354426,8.41331,2025-08-10 00:00:00,2025-09-12 00:00:00,None,,Road dirt,off trail,2153670,M193,1,Camera Functioning,Other,47,Parallel,,,,,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPH07_M318_20250807,OCPH07,-83.35167,8.409142,2025-08-07 00:00:00,2025-09-12 00:00:00,None,,Other,off trail,2140383,M318,1,Camera Functioning,Other,48,Parallel,,,,,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPL03_M304_20250219,OCPL03,-83.35503,8.411845,2025-02-19 00:00:00,2025-03-22 00:00:00,None,,Other,,2138500,M304,1,Camera Functioning,Knee height,,Parallel,,,,0,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPM04_M392_20250807,OCPM04,-83.35142,8.409923,2025-08-07 00:00:00,2025-09-12 00:00:00,None,,Road dirt,off trail,2148643,M392,1,Camera Functioning,Other,56,Parallel,,,,,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPL07_M302_2025-02-19,OCPL07,-83.352247,8.408852,2025-02-19 00:00:00,2025-03-22 00:00:00,None,,Other,,2138907,M302,1,Camera Functioning,Knee height,,Parallel,,,,0,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPL10_M285_20250213,OCPL10,-83.35057,8.403457,2025-02-13 00:00:00,2025-02-19 00:00:00,None,,Other,off trail,2141016,M285,1,Camera Functioning,Other,32,Parallel,,,,,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPM03_M202_20250803,OCPM03,-83.355427,8.406096,2025-08-03 00:00:00,2025-08-07 00:00:00,None,,Road dirt,off trail,2124140,M202,1,Camera Functioning,Other,46,Parallel,,,,,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPL06_M290_20250804,OCPL06,-83.353285,8.408218,2025-08-04 00:00:00,2025-08-07 00:00:00,None,,Road dirt,off trail,2138781,M290,1,Camera Functioning,Other,40,Parallel,,,,,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPN02_M319_2025-02-10,OCPN02,-83.354197,8.413807,2025-02-10 00:00:00,2025-02-13 00:00:00,None,,Other,,2139108,M319,1,Camera Functioning,Knee height,,Parallel,,,,0,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPH10_M307_2025-02-13,OCPH10,-83.349773,8.402295,2025-02-13 00:00:00,2025-02-19 00:00:00,None,,Other,,2139291,M307,1,Camera Functioning,Knee height,,Parallel,,,,0,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPH09_M301_20250804,OCPH09,-83.351305,8.404588,2025-08-04 00:00:00,2025-08-07 00:00:00,None,,Road dirt,off trail,2138496,M301,1,Camera Functioning,Other,41,Parallel,,,,,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPM02_M286_20250219,OCPM02,-83.355395,8.41111,2025-02-19 00:00:00,2025-03-22 00:00:00,None,,Other,off trail,2138499,M286,1,Camera Functioning,Other,37,Parallel,,,,,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPF02_M308_20250417,OCPF02,-83.346446,8.415739,2025-04-17 00:00:00,2025-05-15 00:00:00,None,,Other,off trail,2138497,M308,1,Camera Functioning,Other,28,Parallel,,,,,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPF07_M290_20250417,OCPF07,-83.343891,8.407002,2025-04-17 00:00:00,2025-05-01 00:00:00,None,,Other,,2138781,M290,1,Camera Functioning,Knee height,,Parallel,,,,,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPH07_M281_2025-02-19,OCPH07,-83.35167,8.409142,2025-02-19 00:00:00,2025-03-21 00:00:00,None,,Other,,2139005,M281,1,Camera Functioning,Knee height,,Parallel,,,,0,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPN06_M290_20250215,OCPN06,-83.356313,8.404943,2025-02-15 00:00:00,2025-02-19 00:00:00,None,,Other,off trail,2138781,M290,1,Camera Functioning,Other,24,Parallel,,,,,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPF04_M304_20250413,OCPF04,-83.342387,8.402099,2025-04-13 00:00:00,2025-04-17 00:00:00,None,,Other,,2138500,M304,1,Camera Functioning,Knee height,,Parallel,,,,0,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPN09_M240_20250803,OCPN09,-83.351395,8.403628,2025-08-03 00:00:00,2025-08-07 00:00:00,None,,Road dirt,off trail,2120686,M240,1,Camera Functioning,Other,50,Parallel,,,,,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPM09_M313_20250209,OCPM09,-83.349847,8.403045,2025-02-09 00:00:00,2025-02-13 00:00:00,None,,Other,off trail,2141055,M313,1,Camera Functioning,Other,45,Parallel,,,,,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPF10_M302_20250417,OCPF10,-83.341066,8.411817,2025-04-17 00:00:00,2025-05-29 00:00:00,None,,Other,,2138907,M302,1,Camera Functioning,Knee height,,Parallel,,,,0,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPN04_M314_20250213,OCPN04,-83.355947,8.40997,2025-02-13 00:00:00,2025-02-19 00:00:00,None,,Other,,2138782,M314,1,Camera Functioning,Knee height,,Parallel,,,,0,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPN01_M317_2025-02-19,OCPN01,-83.353811,8.414896,2025-02-19 00:00:00,2025-03-22 00:00:00,None,,Other,,2139107,M317,1,Camera Functioning,Knee height,,Parallel,,,,0,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPM06_M289_2025-02-19,OCPM06,-83.3521,8.407146,2025-02-19 00:00:00,2025-03-21 00:00:00,None,,Other,,2139033,M289,1,Camera Functioning,Knee height,,Parallel,,,,0,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPN06_M298_20250807,OCPN06,-83.356313,8.404943,2025-08-07 00:00:00,2025-09-03 00:00:00,None,,Road dirt,off trail,2139104,M298,1,Unknown Failure,Other,33,Parallel,,,,,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPL10_M258_20250803,OCPL10,-83.35057,8.403457,2025-08-03 00:00:00,2025-08-07 00:00:00,None,,Road dirt,off trail,2148641,M258,1,Unknown Failure,Other,50,Parallel,,,,,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPL06_M291_2025-02-19,OCPL06,-83.353285,8.408218,2025-02-19 00:00:00,2025-03-21 00:00:00,None,,Other,,2139015,M291,1,Camera Functioning,Knee height,,Parallel,,,,0,Piro Restoration Experiment Monitoring,,,,,,
